date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:13:12	10411/10411	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=201935	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/js/devicepx-jetpackc0d0.js	(from http://dontdumbbesmart.com/)
01:13:13	152528/152528	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:08%20GMT	http://dontdumbbesmart.com/my-first-and-last-new-car/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/my-first-and-last-new-car/index.html	(from http://dontdumbbesmart.com/)
01:13:13	1596/1596	---M--	200	added ('OK')	application/javascript	date:Sat,%2029%20Dec%202018%2015:46:39%20GMT	http://dontdumbbesmart.com/wp-content/themes/ruffie/assets/js/functions.js?ver=1.5.0	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/themes/ruffie/assets/js/functions91ce.js	(from http://dontdumbbesmart.com/)
01:13:14	40872/40872	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:11%20GMT	http://dontdumbbesmart.com/welcome/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/welcome/index.html	(from http://dontdumbbesmart.com/)
01:13:14	1403/1403	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Dec%202018%2003:45:05%20GMT	http://dontdumbbesmart.com/wp-includes/js/wp-embed.min.js?ver=5.2.2	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-includes/js/wp-embed.minbb49.js	(from http://dontdumbbesmart.com/)
01:13:16	610162/610162	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2026%20Nov%202017%2001:25:14%20GMT	http://dontdumbbesmart.com/feed/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/feed/index.html	(from http://dontdumbbesmart.com/)
01:13:22	429498/429498	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:09%20GMT	http://dontdumbbesmart.com/amazon-journey/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/amazon-journey/index.html	(from http://dontdumbbesmart.com/)
01:13:22	83/83	---M--	409	error ('Conflict')	text/html	date:Sat,%2031%20Aug%202019%2008:13:22%20GMT	http://dontdumbbesmart.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/contact-form-7/includes/css/styles58e0.html	(from http://dontdumbbesmart.com/)
01:13:22	29062/29062	---M--	200	added ('OK')	text/css	date:Sat,%2029%20Dec%202018%2015:46:39%20GMT	http://dontdumbbesmart.com/wp-content/themes/ruffie/assets/icons/font-awesome/css/font-awesome.min.css?ver=4.6.3	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/themes/ruffie/assets/icons/font-awesome/css/font-awesome.min4698.css	(from http://dontdumbbesmart.com/)
01:13:23	8972/8972	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225c6340e3-350a%22	https://stats.wp.com/e-201935.js	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/e-201935.js	(from http://dontdumbbesmart.com/)
01:13:24	4529/4529	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/carousel/images/arrows.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:24	2076/2076	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2x.png?5	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/carousel/images/carousel-sprite-2xe4da.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:24	10063/10063	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/carousel/images/arrows-2x.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:24	1009/1009	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:24	1944/1944	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/shortcodes/img/slideshow-controls-2x.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:24	5704/5704	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/shortcodes/images/slide-nav.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:25	2039/2039	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/shortcodes/images/expand.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:25	2072/2072	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/modules/shortcodes/images/collapse.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:25	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/images/grav-share-sprite.png	(from http://dontdumbbesmart.com/wp-content/plugins/jetpack/css/jetpack.css?ver=7.6)
01:13:26	1045/1045	---M--	200	added ('OK')	application/xml	date:Tue,%2020%20Sep%202016%2018:48:36%20GMT	http://dontdumbbesmart.com/wp-includes/wlwmanifest.xml	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-includes/wlwmanifest.xml	(from http://dontdumbbesmart.com/)
01:13:28	2274/2274	---MC-	200	added ('OK')	application/json	date:Sat,%2031%20Aug%202019%2008:13:25%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fddbs-primer%2F	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embedb852.json	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:29	2361/2361	---MC-	200	added ('OK')	text/xml	date:Sat,%2031%20Aug%202019%2008:13:27%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fddbs-primer%2F&format=xml	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embedca63	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:31	27815/27815	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:29%20GMT	http://dontdumbbesmart.com/moving-on-up/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/moving-on-up/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:32	27004/27004	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:29%20GMT	http://dontdumbbesmart.com/do-the-right-thing/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/do-the-right-thing/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:32	27133/27133	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:29%20GMT	http://dontdumbbesmart.com/you-aint-really-family/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/you-aint-really-family/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:32	29560/29560	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:29%20GMT	http://dontdumbbesmart.com/the-little-salesman-that-could/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/the-little-salesman-that-could/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:34	2277/2277	---MC-	200	added ('OK')	application/json	date:Sat,%2031%20Aug%202019%2008:13:31%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fthe-goals-page%2F	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embed3b77.json	(from http://dontdumbbesmart.com/the-goals-page/)
01:13:34	30635/30635	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:32%20GMT	http://dontdumbbesmart.com/now-thats-a-great-deal/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/now-thats-a-great-deal/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:34	24140/24140	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:32%20GMT	http://dontdumbbesmart.com/only-buy-stocks-that-go-up/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/only-buy-stocks-that-go-up/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:35	29551/29551	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:32%20GMT	http://dontdumbbesmart.com/a-bet-you-cant-refuse/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/a-bet-you-cant-refuse/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:36	22232/22232	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:34%20GMT	http://dontdumbbesmart.com/create-a-way-of-thinking/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/create-a-way-of-thinking/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:37	27151/27151	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:34%20GMT	http://dontdumbbesmart.com/the-power-of-habit/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/the-power-of-habit/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:37	2364/2364	---MC-	200	added ('OK')	text/xml	date:Sat,%2031%20Aug%202019%2008:13:34%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fthe-goals-page%2F&format=xml	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embede3fb	(from http://dontdumbbesmart.com/the-goals-page/)
01:13:37	31032/31032	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:34%20GMT	http://dontdumbbesmart.com/better-just-wait/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/better-just-wait/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:38	32648/32648	---M-Z	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:36%20GMT	http://dontdumbbesmart.com/i-have-the-need-the-need-for-need/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/i-have-the-need-the-need-for-need/index.html	(from http://dontdumbbesmart.com/ddbs-primer/)
01:13:38	2252/2252	---MC-	200	added ('OK')	application/json	date:Sat,%2031%20Aug%202019%2008:13:36%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fsubscribe%2F	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embed5c9d.json	(from http://dontdumbbesmart.com/subscribe/)
01:13:40	2339/2339	---MC-	200	added ('OK')	text/xml	date:Sat,%2031%20Aug%202019%2008:13:38%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fsubscribe%2F&format=xml	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embed35c4	(from http://dontdumbbesmart.com/subscribe/)
01:13:40	83/83	---M--	409	error ('Conflict')	text/html	date:Sat,%2031%20Aug%202019%2008:13:39%20GMT	http://dontdumbbesmart.com/contact/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/contact/index.html	(from http://dontdumbbesmart.com/)
01:13:40	83/83	---M--	409	error ('Conflict')	text/html	date:Sat,%2031%20Aug%202019%2008:13:39%20GMT	http://dontdumbbesmart.com/xmlrpc.php	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/xmlrpc.27.delayed	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:41	26726/26726	---M--	200	added ('OK')	text/css	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/_inc/social-logos/social-logos.min.css?ver=1	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/_inc/social-logos/social-logos.min68b3.css	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:42	51524/51524	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Aug%202019%2008:13:39%20GMT	http://dontdumbbesmart.com/fu/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/fu/index.html	(from http://dontdumbbesmart.com/)
01:13:44	1931/1931	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2013%20Jul%202017%2022:57:22%20GMT	http://dontdumbbesmart.com/move-forward-not-backward/feed/	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/move-forward-not-backward/feed/index.html	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:44	2425/2425	---MC-	200	added ('OK')	text/xml	date:Sat,%2031%20Aug%202019%2008:13:42%20GMT	http://dontdumbbesmart.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdontdumbbesmart.com%2Fmove-forward-not-backward%2F&format=xml	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-json/oembed/1.0/embed39a2	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:44	24812/24812	---M--	200	added ('OK')	image/png	etag:%221c3812de3098769e%22	https://i0.wp.com/dontdumbbesmart.com/wp-content/uploads/2017/03/Mad-in-car-1.png?resize=600%2C369	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/dontdumbbesmart.com/wp-content/uploads/2017/03/Mad-in-car-1cba4.png	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:45	2234/2234	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Mar%202019%2004:48:04%20GMT	http://dontdumbbesmart.com/wp-includes/js/comment-reply.min.js?ver=5.2.2	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-includes/js/comment-reply.minbb49.js	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:45	4510/4510	---M--	200	added ('OK')	application/javascript	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/_inc/build/spin.min.js?ver=1.3	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/_inc/build/spin.min4e44.js	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:45	1806/1806	---M--	200	added ('OK')	application/javascript	date:Tue,%2006%20Aug%202019%2016:48:28%20GMT	http://dontdumbbesmart.com/wp-content/plugins/jetpack/_inc/build/jquery.spin.min.js?ver=1.3	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/jetpack/_inc/build/jquery.spin.min4e44.js	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:46	700/700	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20May%202019%2017:08:52%20GMT	http://dontdumbbesmart.com/wp-content/plugins/akismet/_inc/form.js?ver=4.1.2	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/wp-content/plugins/akismet/_inc/form8aee.js	(from http://dontdumbbesmart.com/move-forward-not-backward/)
01:13:46	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sat,%2031%20Aug%202019%2008:13:45%20GMT	http://dontdumbbesmart.com/move-forward-not-backward/?share=twitter	E:/Google%20Drive/DDBS/dontdumbbesmart.com/DDBS%20Archive/move-forward-not-backward/index9a7b.html	(from http://dontdumbbesmart.com/move-forward-not-backward/)
